           Day,    Flow (cfs),Direct Runoff (cfs),Base Flow (cfs),,,Base Flow Index (BFI): 0.241
15,0.26,0.18,0.08,,,
16,0.76,0.68,0.09,,,
17,0.4,0.32,0.09,,,
18,0.18,0.09,0.09,,,
19,0.17,0.08,0.09,,,
20,0.52,0.43,0.09,,,
21,0.62,0.53,0.09,,,
22,0.76,0.66,0.09,,,
23,0.77,0.67,0.1,,,
24,0.78,0.68,0.1,,,
25,0.74,0.63,0.11,,,
26,3.09,2.96,0.13,,,
27,1.86,1.72,0.14,,,
28,1.62,1.47,0.15,,,
29,1.72,1.55,0.16,,,
30,1.32,1.15,0.17,,,
31,1.17,1,0.17,,,
1,0.74,0.56,0.18,,,
2,0.69,0.51,0.18,,,
3,0.5,0.33,0.18,,,
4,0.5,0.32,0.18,,,
5,0.32,0.15,0.17,,,
6,0.34,0.17,0.17,,,
7,4,3.8,0.2,,,
8,11.71,11.41,0.3,,,
9,12.15,11.76,0.39,,,
10,11.74,11.25,0.49,,,
11,10,9.44,0.56,,,
12,14.86,14.19,0.67,,,
13,28.25,27.35,0.9,,,
14,7.94,6.99,0.94,,,
15,10.5,9.49,1.01,,,
16,8.99,7.94,1.06,,,
17,7.13,6.05,1.09,,,
18,5,3.9,1.1,,,
19,4.81,3.7,1.11,,,
20,26.53,25.22,1.31,,,
21,29.77,28.24,1.53,,,
22,34.88,33.09,1.79,,,
23,26.09,24.12,1.97,,,
24,8.75,6.76,1.99,,,
25,6,4.02,1.98,,,
26,4.9,2.93,1.97,,,
27,4.02,2.07,1.95,,,
28,3.5,1.58,1.92,,,
29,2.84,0.94,1.89,,,
30,3.88,2.01,1.87,,,
1,4.06,2.21,1.85,,,
2,7,5.14,1.86,,,
3,11.1,9.19,1.91,,,
4,23.15,21.1,2.05,,,
5,9.89,7.81,2.08,,,
6,14.39,12.24,2.15,,,
7,18.36,16.12,2.24,,,
8,15.74,13.42,2.32,,,
9,90,86.97,3.03,,,
10,161.4,157.05,4.35,,,
11,110.8,105.61,5.19,,,
12,76.82,71.11,5.71,,,
13,34.3,28.45,5.85,,,
14,152.2,145.19,7.01,,,
15,124,116.12,7.88,,,
16,155,145.99,9.01,,,
17,63.8,54.49,9.31,,,
18,81.24,71.49,9.75,,,
19,282.6,270.67,11.93,,,
20,731.9,713.94,17.96,,,
21,306.6,286.49,20.11,,,
22,156.3,135.4,20.9,,,
23,75,54.05,20.95,,,
24,69.35,48.39,20.96,,,
25,58.12,37.25,20.87,,,
26,53.09,32.36,20.73,,,
27,2750,2705.93,44.07,,,
28,707.3,658.33,48.97,,,
29,701,647.33,53.67,,,
30,570,512.9,57.1,,,
31,356.55,297.98,58.57,,,
1,143.1,84.96,58.14,,,
2,90.5,33.23,57.27,,,
3,78.79,22.47,56.32,,,
4,66.54,11.24,55.3,,,
5,53.24,0,53.24,,,
6,48,0,48,,,
7,34.59,0,34.59,,,
8,29.35,0,29.35,,,
9,47.83,18.9,28.93,,,
10,460.4,428.29,32.11,,,
11,133.6,101.24,32.36,,,
12,75.29,43.2,32.09,,,
13,49,17.4,31.6,,,
14,476.7,441.85,34.85,,,
15,1509,1462.02,46.98,,,
16,683.5,631.91,51.59,,,
17,391.9,338.37,53.53,,,
18,283.5,229.04,54.46,,,
19,263.4,208.2,55.2,,,
20,295,238.81,56.19,,,
21,247.5,190.75,56.75,,,
22,260.7,203.31,57.39,,,
23,218.9,161.24,57.66,,,
24,136.6,79.39,57.21,,,
25,107.3,50.79,56.51,,,
26,87.56,31.9,55.66,,,
27,70,15.32,54.68,,,
28,235.9,180.73,55.17,,,
29,130.7,75.97,54.73,,,
30,397.1,340.47,56.63,,,
31,260.6,203.32,57.28,,,
1,18,0,18,,,
2,115.6,97.11,18.49,,,
3,85,66.3,18.7,,,
4,116.6,97.41,19.19,,,
5,119.5,99.82,19.68,,,
6,103.6,83.58,20.02,,,
7,167.2,146.3,20.9,,,
8,175,153.17,21.83,,,
9,125,102.71,22.29,,,
10,105,82.43,22.57,,,
11,76.59,54,22.59,,,
12,69.85,47.29,22.56,,,
13,60.67,38.23,22.44,,,
14,49.67,27.44,22.23,,,
15,45,23.01,21.99,,,
16,61.81,39.91,21.9,,,
17,78,56.05,21.95,,,
18,80.78,58.75,22.03,,,
19,69.38,47.37,22.01,,,
20,45.12,23.35,21.77,,,
21,38.08,16.6,21.48,,,
22,36.18,15,21.18,,,
23,33.83,12.96,20.87,,,
24,30,9.46,20.54,,,
25,26.86,6.67,20.19,,,
26,26.55,6.71,19.84,,,
27,28.76,9.23,19.53,,,
28,26.58,7.38,19.2,,,
29,26.68,7.8,18.88,,,
30,25.92,7.35,18.57,,,
1,24,5.75,18.25,,,
2,25,7.05,17.95,,,
3,18.46,0.86,17.6,,,
4,17.41,0.16,17.25,,,
5,17.18,0.28,16.9,,,
6,16.37,0,16.37,,,
7,20,3.92,16.08,,,
8,20,4.21,15.79,,,
9,16.21,0.73,15.48,,,
10,15.4,0.22,15.18,,,
11,16.76,1.87,14.89,,,
12,14.79,0.2,14.59,,,
13,13.79,0,13.79,,,
14,13.07,0,13.07,,,
15,14,1.18,12.82,,,
16,11.78,0,11.78,,,
17,11.72,0.17,11.55,,,
18,11.42,0.1,11.32,,,
19,10.82,0,10.82,,,
20,10.56,0,10.56,,,
21,10.29,0,10.29,,,
22,10,0,10,,,
23,10.1,0.3,9.8,,,
24,9.63,0.02,9.61,,,
25,9.62,0.2,9.42,,,
26,9.2,0,9.2,,,
27,9.22,0.21,9.02,,,
28,8.26,0,8.26,,,
29,8.2,0.1,8.1,,,
30,7.96,0.02,7.94,,,
31,7.78,0,7.78,,,
1,7.65,0.03,7.62,,,
2,7.63,0.16,7.47,,,
3,7.28,0,7.28,,,
4,6.89,0,6.89,,,
5,7,0.24,6.76,,,
6,6.91,0.29,6.63,,,
7,6.75,0.26,6.5,,,
8,6.57,0.21,6.37,,,
9,6.45,0.21,6.24,,,
10,6.69,0.57,6.12,,,
11,6.8,0.79,6.01,,,
12,6.4,0.51,5.89,,,
13,6.26,0.48,5.78,,,
14,6.12,0.45,5.67,,,
15,5.95,0.39,5.56,,,
16,5.8,0.36,5.45,,,
17,5.34,0,5.34,,,
18,5.21,0,5.21,,,
19,5.2,0.09,5.11,,,
20,5.95,0.94,5.02,,,
21,5.54,0.62,4.92,,,
22,5.38,0.55,4.83,,,
23,5.28,0.55,4.74,,,
24,5.11,0.46,4.65,,,
25,5.02,0.46,4.56,,,
26,5,0.53,4.47,,,
27,4.96,0.57,4.39,,,
28,4.49,0.19,4.3,,,
29,4.5,0.28,4.22,,,
30,5.01,0.87,4.14,,,
1,4.89,0.82,4.06,,,
2,4.88,0.89,3.99,,,
3,4.88,0.96,3.92,,,
4,4.6,0.75,3.85,,,
5,4.41,0.63,3.78,,,
6,4.46,0.75,3.71,,,
7,4.42,0.78,3.64,,,
8,3.98,0.41,3.57,,,
9,4.19,0.69,3.51,,,
10,4.4,0.96,3.44,,,
11,4.3,0.91,3.38,,,
12,4.24,0.91,3.32,,,
13,4.01,0.75,3.26,,,
14,3.88,0.67,3.2,,,
15,3.8,0.65,3.15,,,
16,4.05,0.96,3.09,,,
17,4.02,0.98,3.04,,,
18,3.32,0.34,2.98,,,
19,3.48,0.56,2.93,,,
20,3.38,0.5,2.87,,,
21,3.22,0.4,2.82,,,
22,3.22,0.46,2.76,,,
23,3.22,0.51,2.71,,,
24,3.22,0.56,2.66,,,
25,3.2,0.58,2.62,,,
26,3.14,0.57,2.57,,,
27,3.22,0.7,2.52,,,
28,3.22,0.74,2.48,,,
29,3.2,0.76,2.44,,,
30,3.2,0.8,2.4,,,
31,3.2,0.85,2.35,,,
1,3.32,1,2.32,,,
2,4.49,2.2,2.29,,,
3,5.11,2.84,2.27,,,
4,5.38,3.13,2.25,,,
5,4.79,2.57,2.23,,,
6,4.7,2.5,2.21,,,
7,4.4,2.22,2.18,,,
8,3.73,1.58,2.15,,,
9,3.61,1.48,2.12,,,
10,3.66,1.56,2.09,,,
11,3.53,1.47,2.06,,,
12,3.11,1.08,2.03,,,
13,3.03,1.03,2,,,
14,3.02,1.05,1.97,,,
15,2.83,0.9,1.94,,,
16,2.27,0.36,1.9,,,
17,2.92,1.04,1.87,,,
18,2.84,0.99,1.84,,,
19,2.61,0.8,1.81,,,
20,2.54,0.75,1.78,,,
21,2.6,0.84,1.76,,,
22,2.8,1.07,1.73,,,
23,2.71,1.01,1.71,,,
24,2.48,0.8,1.68,,,
25,2.53,0.88,1.65,,,
26,2.52,0.89,1.63,,,
27,2.46,0.86,1.6,,,
28,2.4,0.82,1.58,,,
29,2.29,0.73,1.55,,,
30,2.21,0.68,1.53,,,
31,2.4,0.9,1.5,,,
1,2.33,0.85,1.48,,,
2,2.29,0.83,1.46,,,
3,2.51,1.07,1.44,,,
4,2.4,0.98,1.42,,,
5,2.33,0.93,1.4,,,
6,2.26,0.88,1.38,,,
7,2.27,0.91,1.36,,,
8,2.13,0.79,1.34,,,
9,2.08,0.76,1.32,,,
10,2.05,0.75,1.3,,,
11,1.8,0.52,1.28,,,
12,1.77,0.51,1.26,,,
13,1.61,0.37,1.23,,,
14,1.7,0.49,1.21,,,
15,1.67,0.47,1.19,,,
16,1.32,0.15,1.17,,,
17,1.28,0.13,1.15,,,
18,1.28,0.15,1.13,,,
19,1.51,0.4,1.11,,,
20,1.5,0.4,1.09,,,
21,1.39,0.32,1.07,,,
22,1.45,0.39,1.05,,,
23,1.4,0.37,1.04,,,
24,1.32,0.3,1.02,,,
25,1.32,0.32,1,,,
26,1.48,0.5,0.98,,,
27,0.98,0.01,0.96,,,
28,1.36,0.41,0.95,,,
1,1.3,0.36,0.93,,,
2,1.21,0.29,0.92,,,
3,1.05,0.15,0.9,,,
4,1.1,0.22,0.88,,,
5,1.68,0.8,0.87,,,
6,1.67,0.81,0.86,,,
7,1.67,0.82,0.85,,,
8,1.59,0.75,0.84,,,
9,1.4,0.57,0.83,,,
10,1.44,0.62,0.82,,,
11,1.1,0.29,0.81,,,
12,1.54,0.75,0.8,,,
13,1.68,0.89,0.79,,,
14,1.65,0.87,0.78,,,
15,1.57,0.8,0.77,,,
16,1.69,0.93,0.76,,,
17,1.62,0.86,0.76,,,
18,1.6,0.85,0.75,,,
19,1.57,0.83,0.74,,,
20,1.47,0.73,0.73,,,
21,1.58,0.85,0.73,,,
22,1.64,0.92,0.72,,,
23,1.45,0.74,0.71,,,
24,1.26,0.56,0.7,,,
25,1.26,0.57,0.69,,,
26,1.23,0.55,0.68,,,
27,1.21,0.53,0.67,,,
28,1.15,0.48,0.67,,,
29,1.01,0.36,0.66,,,
30,0.88,0.23,0.64,,,
31,0.86,0.23,0.63,,,
1,0.8,0.18,0.62,,,
2,0.79,0.18,0.61,,,
3,0.78,0.18,0.6,,,
4,0.73,0.14,0.59,,,
5,0.8,0.22,0.58,,,
6,0.8,0.23,0.57,,,
7,0.62,0.06,0.56,,,
8,0.61,0.06,0.55,,,
9,0.62,0.08,0.54,,,
10,0.32,0,0.32,,,
11,0.3,0,0.3,,,
12,0.28,0,0.28,,,
13,0.27,0,0.27,,,
14,0.3,0.04,0.26,,,
15,0.3,0.04,0.26,,,
16,0.26,0.01,0.25,,,
17,0.38,0.13,0.25,,,
18,0.37,0.12,0.25,,,
19,4.61,4.33,0.28,,,
20,12.83,12.45,0.38,,,
21,9.48,9.02,0.46,,,
22,8,7.49,0.51,,,
23,4.05,3.52,0.53,,,
24,3.77,3.22,0.55,,,
25,2.84,2.28,0.56,,,
26,2.05,1.49,0.56,,,
27,1.98,1.42,0.56,,,
28,1.79,1.23,0.56,,,
29,1.5,0.94,0.56,,,
30,1.24,0.68,0.55,,,
1,1.24,0.69,0.55,,,
2,1.22,0.68,0.54,,,
3,1.24,0.7,0.54,,,
4,1.15,0.61,0.53,,,
5,1.09,0.56,0.53,,,
6,1.07,0.55,0.52,,,
7,0.8,0.29,0.51,,,
8,0.59,0.08,0.5,,,
9,0.24,0,0.24,,,
10,0.23,0,0.23,,,
11,0.22,0,0.22,,,
12,0.19,0,0.19,,,
13,0.19,0,0.19,,,
14,0.19,0.01,0.19,,,
15,0.18,0,0.18,,,
16,0.18,0,0.18,,,
17,0.15,0,0.15,,,
18,0.13,0,0.13,,,
19,0.12,0,0.12,,,
20,0.12,0,0.12,,,
21,0.13,0.02,0.12,,,
22,0.11,0,0.11,,,
23,0.11,0,0.11,,,
24,0.1,0,0.1,,,
25,0.09,0,0.09,,,
26,0.1,0,0.09,,,
27,0.1,0,0.09,,,
28,0.1,0.01,0.09,,,
29,0.09,0,0.09,,,
30,2.21,2.11,0.1,,,
31,3.22,3.1,0.13,,,
1,18.58,18.29,0.29,,,
2,6.9,6.56,0.34,,,
3,4,3.64,0.36,,,
4,18.26,17.75,0.51,,,
5,29.8,29.04,0.76,,,
6,41.58,40.48,1.1,,,
7,23.39,22.12,1.27,,,
8,43.39,41.78,1.61,,,
9,47.03,45.06,1.97,,,
10,16.8,14.74,2.06,,,
11,12.85,10.73,2.12,,,
12,19.04,16.82,2.22,,,
13,12.95,10.68,2.27,,,
14,10.55,8.25,2.3,,,
15,20.37,17.96,2.41,,,
16,107.8,104.52,3.28,,,
17,150,145.51,4.49,,,
18,31.78,27.14,4.64,,,
19,23.42,18.71,4.71,,,
20,15.02,10.31,4.71,,,
21,90.22,84.86,5.36,,,
22,50.39,44.75,5.64,,,
23,20.72,15.06,5.66,,,
24,14.9,9.27,5.63,,,
25,13.24,7.65,5.59,,,
26,16.03,10.46,5.57,,,
27,131.5,124.95,6.55,,,
28,100.7,93.46,7.24,,,
29,144.2,135.91,8.29,,,
30,170.1,160.57,9.53,,,
1,300,288.13,11.87,,,
2,151.7,138.85,12.85,,,
3,101.9,88.53,13.37,,,
4,77.52,63.86,13.66,,,
5,43.29,29.64,13.65,,,
6,510.4,492.7,17.7,,,
7,377.9,357.41,20.49,,,
8,210,188.27,21.73,,,
9,830.6,802.27,28.33,,,
10,1303.1,1264.24,38.86,,,
11,621.4,578.24,43.16,,,
12,865.7,816.24,49.46,,,
13,2860,2787.06,72.94,,,
14,1018.4,938.68,79.72,,,
15,510,428.12,81.88,,,
16,315.4,233.11,82.29,,,
17,247.6,165.51,82.09,,,
18,330,247.38,82.62,,,
19,611.3,525.71,85.59,,,
20,479.6,392.28,87.32,,,
21,579.2,489.33,89.87,,,
22,590,497.56,92.44,,,
23,360.8,267.86,92.94,,,
24,336.1,242.89,93.21,,,
25,344.1,250.55,93.55,,,
26,382,287.8,94.2,,,
27,251.8,158.1,93.7,,,
28,417.3,322.64,94.66,,,
29,220,126.12,93.88,,,
30,213,119.95,93.05,,,
31,178.9,86.95,91.95,,,
1,154.9,64.22,90.68,,,
2,128.4,39.19,89.21,,,
3,270.5,181.48,89.02,,,
4,279.8,190.89,88.91,,,
5,160,72.23,87.77,,,
6,112.6,26.36,86.24,,,
7,111,26.25,84.75,,,
8,86.03,2.95,83.08,,,
9,89.6,8.11,81.49,,,
10,94.59,14.6,79.99,,,
11,400.3,319.11,81.19,,,
12,360,277.99,82.01,,,
13,558.5,473.97,84.53,,,
14,695.2,607.04,88.16,,,
15,980,885.83,94.17,,,
16,439.5,344.19,95.31,,,
17,639.1,540.95,98.15,,,
18,392.8,294.03,98.77,,,
19,420,320.39,99.61,,,
20,264.5,165.43,99.07,,,
21,232.7,134.43,98.27,,,
22,443.3,343.98,99.32,,,
23,550.5,449.22,101.28,,,
24,940,833.43,106.57,,,
25,789.5,679.1,110.4,,,
26,320,209.97,110.03,,,
27,268.2,158.98,109.22,,,
28,203.9,96.02,107.88,,,
29,155.5,49.34,106.16,,,
30,130.7,26.43,104.27,,,
31,121.5,19.15,102.35,,,
1,126.6,26.07,100.53,,,
2,250,150.16,99.84,,,
3,139.7,41.49,98.21,,,
4,109.4,13.04,96.36,,,
5,95.6,1.16,94.44,,,
6,80.69,0,80.69,,,
7,130.2,50.68,79.52,,,
8,198.9,119.92,78.98,,,
9,100,22.4,77.6,,,
10,82.14,6.04,76.1,,,
11,113.4,38.48,74.92,,,
12,99.9,26.25,73.65,,,
13,74.49,2.29,72.2,,,
14,87.28,16.38,70.9,,,
15,62.28,0,62.28,,,
16,52,0,52,,,
17,60.98,9.93,51.05,,,
18,44.06,0,44.06,,,
19,41.46,0,41.46,,,
20,38.74,0,38.74,,,
21,36.48,0,36.48,,,
22,33.94,0,33.94,,,
23,28.8,0,28.8,,,
24,26.48,0,26.48,,,
25,25.95,0,25.95,,,
26,25.06,0,25.06,,,
27,24.49,0,24.49,,,
28,23.68,0,23.68,,,
29,22.94,0,22.94,,,
30,21.9,0,21.9,,,
1,23.52,2.04,21.48,,,
2,25,3.92,21.08,,,
3,220.7,198.3,22.4,,,
4,195.8,172.33,23.47,,,
5,120,96.16,23.84,,,
6,164.6,140.01,24.59,,,
7,110,85.15,24.85,,,
8,104.9,79.85,25.05,,,
9,73.41,48.43,24.98,,,
10,117.7,92.41,25.29,,,
11,84.92,59.61,25.31,,,
12,87.72,62.37,25.35,,,
13,67.26,42.05,25.21,,,
14,51,26.07,24.93,,,
15,55.88,31.17,24.71,,,
16,39.49,15.14,24.35,,,
17,34.77,10.81,23.96,,,
18,33.95,10.38,23.57,,,
19,30.01,6.85,23.16,,,
20,29.24,6.49,22.75,,,
21,28.8,6.45,22.35,,,
22,26.5,4.55,21.95,,,
23,25.84,4.3,21.54,,,
24,25.3,4.15,21.15,,,
25,24.06,3.3,20.76,,,
26,23.2,2.83,20.37,,,
27,21.35,1.38,19.97,,,
28,21.2,1.61,19.59,,,
29,19.88,0.68,19.2,,,
30,18.73,0,18.73,,,
31,17.74,0,17.74,,,
1,17.63,0.24,17.39,,,
2,16.9,0,16.9,,,
3,16.16,0,16.16,,,
4,15.1,0,15.1,,,
5,14.71,0,14.71,,,
6,13.9,0,13.9,,,
7,14.61,0.98,13.63,,,
8,13.96,0.6,13.36,,,
9,13.71,0.61,13.1,,,
10,13.15,0.31,12.84,,,
11,12.2,0,12.2,,,
12,13.1,1.13,11.97,,,
13,12.6,0.87,11.73,,,
14,11.4,0,11.4,,,
15,12.25,1.07,11.18,,,
16,11.74,0.78,10.96,,,
17,11.31,0.56,10.75,,,
18,10.5,0,10.5,,,
19,13.2,2.88,10.32,,,
20,12.58,2.45,10.13,,,
21,11.28,1.34,9.94,,,
22,10.97,1.22,9.75,,,
23,10.55,0.98,9.57,,,
24,10.16,0.78,9.38,,,
25,9.2,0.01,9.19,,,
26,9.26,0.25,9.01,,,
27,8.97,0.14,8.83,,,
28,8.77,0.12,8.66,,,
29,8.68,0.2,8.49,,,
30,8,0,8,,,
1,8.49,0.65,7.85,,,
2,7.9,0.21,7.69,,,
3,8.24,0.69,7.54,,,
4,8.21,0.81,7.4,,,
5,8.25,0.99,7.26,,,
6,7.93,0.81,7.12,,,
7,7.97,0.98,6.99,,,
8,7.73,0.87,6.86,,,
9,7.4,0.68,6.72,,,
10,7.65,1.05,6.6,,,
11,7.56,1.09,6.48,,,
12,7.32,0.96,6.36,,,
13,7.94,1.7,6.24,,,
14,7.69,1.56,6.13,,,
15,7.37,1.35,6.02,,,
16,7.2,1.29,5.91,,,
17,7.15,1.34,5.81,,,
18,7.02,1.32,5.7,,,
19,6.5,0.9,5.6,,,
20,6.69,1.19,5.49,,,
21,7.36,1.96,5.4,,,
22,7.38,2.07,5.31,,,
23,7.2,1.98,5.22,,,
24,6.48,1.35,5.13,,,
25,6.3,1.26,5.04,,,
26,6,1.05,4.95,,,
27,5.9,1.04,4.86,,,
28,5.9,1.13,4.77,,,
29,5.9,1.21,4.69,,,
30,5.9,1.3,4.6,,,
31,5.92,1.4,4.52,,,
1,5.8,1.35,4.44,,,
2,5.74,1.37,4.37,,,
3,5.54,1.25,4.29,,,
4,5.43,1.22,4.22,,,
5,5.33,1.18,4.14,,,
6,5.4,1.33,4.07,,,
7,5.16,1.16,4,,,
8,5.15,1.22,3.93,,,
9,5.27,1.41,3.86,,,
10,5.46,1.65,3.8,,,
11,5.19,1.45,3.74,,,
12,5.17,1.5,3.68,,,
13,5.8,2.18,3.62,,,
14,4.98,1.42,3.56,,,
15,5.01,1.5,3.5,,,
16,4.82,1.37,3.45,,,
17,4.73,1.35,3.39,,,
18,4.71,1.37,3.33,,,
19,4.91,1.63,3.28,,,
20,4.75,1.52,3.23,,,
21,4.71,1.53,3.18,,,
22,4.57,1.45,3.13,,,
23,5.76,2.67,3.09,,,
24,5.08,2.03,3.04,,,
25,4.88,1.88,3,,,
26,4.8,1.84,2.96,,,
27,4.8,1.89,2.91,,,
28,4.4,1.54,2.87,,,
29,4.34,1.52,2.82,,,
30,4.16,1.38,2.78,,,
31,4.22,1.48,2.74,,,
1,4.22,1.53,2.7,,,
2,4.17,1.51,2.66,,,
3,4,1.39,2.61,,,
4,3.41,0.84,2.57,,,
5,3.28,0.75,2.52,,,
6,3.08,0.6,2.48,,,
7,3.43,0.99,2.44,,,
8,3.35,0.95,2.4,,,
9,3.12,0.76,2.36,,,
10,3.5,1.18,2.32,,,
11,3.91,1.62,2.29,,,
12,4.54,2.27,2.26,,,
13,4.28,2.04,2.23,,,
14,4.08,1.88,2.21,,,
15,3.88,1.7,2.18,,,
16,4.66,2.5,2.16,,,
17,4.2,2.07,2.13,,,
18,4.13,2.02,2.11,,,
19,4.09,2.01,2.08,,,
20,3.39,1.34,2.05,,,
21,3.14,1.12,2.02,,,
22,2.99,1.01,1.99,,,
23,3,1.04,1.96,,,
24,3,1.07,1.93,,,
25,2.77,0.87,1.9,,,
26,2.65,0.78,1.87,,,
27,2.94,1.1,1.84,,,
28,2.63,0.82,1.81,,,
1,2.56,0.78,1.78,,,
2,2.47,0.72,1.75,,,
3,2.5,0.78,1.72,,,
4,2.25,0.55,1.69,,,
5,2.16,0.5,1.66,,,
6,2.16,0.53,1.63,,,
7,2.2,0.59,1.61,,,
8,2.06,0.48,1.58,,,
9,2.69,1.13,1.56,,,
10,2.65,1.11,1.54,,,
11,3.04,1.52,1.52,,,
12,3.1,1.6,1.5,,,
13,3.29,1.8,1.49,,,
14,2.01,0.54,1.46,,,
15,2.08,0.64,1.44,,,
16,2.48,1.06,1.42,,,
17,2.6,1.2,1.4,,,
18,1.99,0.61,1.38,,,
19,1.87,0.52,1.36,,,
20,1.65,0.31,1.33,,,
21,1.56,0.25,1.31,,,
22,1.53,0.25,1.28,,,
23,1.51,0.25,1.26,,,
24,1.6,0.36,1.24,,,
25,1.55,0.33,1.22,,,
26,1.39,0.19,1.19,,,
27,1.3,0.13,1.17,,,
28,1.18,0.03,1.15,,,
29,1.15,0.03,1.12,,,
30,0.88,0,0.88,,,
31,0.82,0,0.82,,,
1,0.76,0,0.76,,,
2,0.79,0.05,0.74,,,
3,1.97,1.23,0.74,,,
4,1.55,0.82,0.73,,,
5,1.27,0.55,0.72,,,
6,1.03,0.32,0.71,,,
7,1.05,0.35,0.7,,,
8,0.91,0.22,0.69,,,
9,0.85,0.17,0.67,,,
10,0.8,0.14,0.66,,,
11,0.79,0.14,0.65,,,
12,0.75,0.12,0.64,,,
13,0.74,0.11,0.63,,,
14,0.74,0.13,0.61,,,
15,0.77,0.16,0.6,,,
16,0.6,0.01,0.59,,,
17,0.58,0,0.58,,,
18,0.55,0,0.55,,,
19,0.49,0,0.49,,,
20,0.49,0,0.48,,,
21,0.48,0.01,0.47,,,
22,0.33,0,0.33,,,
23,0.3,0,0.3,,,
24,0.3,0,0.3,,,
25,0.28,0,0.28,,,
26,0.27,0,0.27,,,
27,0.25,0,0.25,,,
28,0.25,0,0.25,,,
29,0.25,0.01,0.24,,,
30,0.27,0.04,0.24,,,
1,0.25,0.02,0.23,,,
2,0.24,0.01,0.23,,,
3,0.25,0.03,0.22,,,
4,0.25,0.03,0.22,,,
5,0.24,0.02,0.22,,,
6,0.23,0.02,0.21,,,
7,0.24,0.03,0.21,,,
8,0.23,0.02,0.2,,,
9,0.2,0,0.2,,,
10,0.19,0,0.19,,,
11,0.17,0,0.17,,,
12,0.17,0,0.17,,,
13,0.13,0,0.13,,,
14,0.14,0,0.13,,,
15,0.14,0.01,0.13,,,
16,0.12,0,0.12,,,
17,0.12,0,0.12,,,
18,0.11,0,0.11,,,
19,0.11,0,0.11,,,
20,0.09,0,0.09,,,
21,0.09,0,0.09,,,
22,0.07,0,0.07,,,
23,0.07,0,0.07,,,
24,0.07,0,0.07,,,
25,0.07,0,0.07,,,
26,0.07,0,0.06,,,
27,0.1,0.04,0.06,,,
28,0.09,0.03,0.06,,,
29,0.07,0.01,0.06,,,
30,0.07,0.01,0.06,,,
31,0.07,0.01,0.06,,,
1,0.13,0.07,0.06,,,
2,0.14,0.08,0.06,,,
3,0.11,0.05,0.06,,,
4,0.1,0.05,0.06,,,
5,0.11,0.05,0.06,,,
6,0.1,0.05,0.06,,,
7,0.1,0.05,0.05,,,
8,0.11,0.05,0.05,,,
9,0.1,0.05,0.05,,,
10,0.08,0.03,0.05,,,
11,0.08,0.03,0.05,,,
12,3.43,3.35,0.08,,,
13,3.2,3.09,0.11,,,
14,1.19,1.07,0.11,,,
15,1.16,1.04,0.12,,,
16,1.07,0.94,0.13,,,
17,0.92,0.79,0.13,,,
18,1.15,1.02,0.14,,,
19,31.24,30.84,0.4,,,
20,52.25,51.4,0.85,,,
21,23.73,22.7,1.03,,,
22,122.6,120.53,2.07,,,
23,50,47.56,2.44,,,
24,16.33,13.81,2.52,,,
25,306.1,300.99,5.11,,,
26,66.69,61.15,5.54,,,
27,30.34,24.69,5.65,,,
28,23.07,17.38,5.69,,,
29,14.03,8.38,5.65,,,
30,14,8.39,5.61,,,
1,16.27,10.68,5.59,,,
2,12.43,6.89,5.54,,,
3,10.55,5.08,5.47,,,
4,10.58,5.17,5.41,,,
5,7.8,2.47,5.32,,,
6,6.97,1.74,5.23,,,
7,4.9,0,4.9,,,
8,3.96,0,3.96,,,
9,3.44,0,3.44,,,
10,2.38,0,2.38,,,
11,2.56,0.22,2.34,,,
12,2.65,0.36,2.29,,,
13,2.84,0.59,2.25,,,
14,2.7,0.49,2.21,,,
15,21.56,19.22,2.34,,,
16,12.67,10.29,2.38,,,
17,15.26,12.82,2.44,,,
18,11.15,8.68,2.47,,,
19,24.91,22.29,2.62,,,
20,68.96,65.82,3.14,,,
21,35,31.64,3.36,,,
22,69.43,65.56,3.87,,,
23,26.11,22.13,3.98,,,
24,14.93,10.93,4,,,
25,11.96,7.97,3.99,,,
26,9.37,5.42,3.96,,,
27,7.78,3.86,3.91,,,
28,6.2,2.35,3.85,,,
29,5.23,1.44,3.79,,,
30,2.92,0,2.92,,,
31,3.98,1.11,2.87,,,
1,3.94,1.12,2.82,,,
2,3.61,0.84,2.77,,,
3,22.98,20.09,2.89,,,
4,25,21.97,3.03,,,
5,19.24,16.13,3.11,,,
6,28.89,25.62,3.27,,,
7,68,64.23,3.77,,,
8,63.6,59.38,4.22,,,
9,64.98,60.32,4.66,,,
10,169.8,163.79,6.01,,,
11,330,321.29,8.71,,,
12,70.89,61.82,9.07,,,
13,40,30.84,9.16,,,
14,24.16,15.05,9.11,,,
15,50,40.71,9.29,,,
16,252.8,241.58,11.22,,,
17,641.2,624.72,16.48,,,
18,1725,1693.98,31.02,,,
19,272.6,240.09,32.51,,,
20,201.4,168.07,33.33,,,
21,648.3,610.28,38.02,,,
22,313.4,273.74,39.66,,,
23,622.4,578.45,43.95,,,
24,211.3,166.77,44.53,,,
25,190,145.09,44.91,,,
26,137.7,92.87,44.83,,,
27,153.2,108.31,44.89,,,
28,87.85,43.48,44.37,,,
29,85.2,41.36,43.84,,,
30,125,81.32,43.68,,,
31,163.5,119.64,43.86,,,
1,150,106.09,43.91,,,
2,308.5,263.16,45.34,,,
3,320.3,273.46,46.84,,,
