           Day,    Flow (cfs),Direct Runoff (cfs),Base Flow (cfs),,,Base Flow Index (BFI): 0.241
27,23.83,11.82,12.01,,,
28,24.65,12.77,11.88,,,
29,25.47,13.71,11.76,,,
30,26.47,14.82,11.65,,,
1,22.03,10.52,11.51,,,
2,99.75,87.69,12.05,,,
3,106.39,93.76,12.64,,,
4,124.87,111.51,13.36,,,
5,80.5,66.82,13.68,,,
6,36.13,22.52,13.6,,,
7,20.68,7.28,13.4,,,
8,13.03,0,13.03,,,
9,27.99,15.09,12.91,,,
10,567.98,550.5,17.48,,,
11,535.86,514.22,21.64,,,
12,349.24,325.17,24.06,,,
13,162.61,137.82,24.79,,,
14,100.03,75.07,24.95,,,
15,62.69,37.9,24.79,,,
16,50.31,25.79,24.52,,,
17,32.99,8.89,24.11,,,
18,44.99,21.18,23.81,,,
19,56.99,33.36,23.63,,,
20,68.99,45.44,23.55,,,
21,70.7,47.21,23.5,,,
22,103.73,80,23.73,,,
23,126.14,102,24.15,,,
24,143.04,118.34,24.71,,,
25,130.17,105.04,25.13,,,
26,105.75,80.42,25.34,,,
27,81.33,56.01,25.32,,,
28,62.08,36.94,25.14,,,
29,38.96,14.2,24.76,,,
30,29.98,5.66,24.32,,,
31,25.94,2.09,23.85,,,
1,21.9,0,21.9,,,
2,23.38,1.91,21.47,,,
3,24.87,3.79,21.08,,,
4,1805.08,1768.9,36.18,,,
5,436.05,397.11,38.94,,,
6,330.54,289.83,40.71,,,
7,225.02,183.52,41.51,,,
8,167.18,125.4,41.78,,,
9,128.58,86.87,41.7,,,
10,89.97,48.68,41.3,,,
11,152.87,111.42,41.45,,,
12,169.55,127.81,41.74,,,
13,202.93,160.62,42.32,,,
14,184.56,141.85,42.71,,,
15,191.85,148.68,43.17,,,
16,199.13,155.46,43.67,,,
17,206.42,162.2,44.22,,,
18,261.27,216.04,45.23,,,
19,222.92,177.04,45.88,,,
20,172.85,126.78,46.07,,,
21,122.23,76.41,45.82,,,
22,104.57,59.15,45.43,,,
23,87.08,42.19,44.89,,,
24,69.59,25.37,44.21,,,
25,65.44,21.92,43.52,,,
26,50.93,8.21,42.72,,,
27,132.86,90.2,42.66,,,
28,268,224.22,43.77,,,
29,346.18,300.64,45.54,,,
30,362.31,314.92,47.39,,,
31,221.1,173.13,47.96,,,
1,230.52,181.92,48.6,,,
2,175.65,126.91,48.74,,,
3,139.54,90.98,48.57,,,
4,119.32,71.1,48.22,,,
5,94.42,46.76,47.66,,,
6,69.52,22.61,46.91,,,
7,75.7,29.47,46.23,,,
8,75.25,29.68,45.57,,,
9,68.5,23.64,44.86,,,
10,62.94,18.81,44.13,,,
11,56.43,13.07,43.36,,,
12,51.97,9.4,42.58,,,
13,47.52,5.74,41.78,,,
14,77.94,36.68,41.26,,,
15,68.31,27.63,40.68,,,
16,94.61,54.27,40.34,,,
17,120.92,80.67,40.24,,,
18,142.7,102.37,40.34,,,
19,138.1,97.71,40.39,,,
20,133.49,93.09,40.4,,,
21,352.28,309.97,42.31,,,
22,158.29,115.81,42.48,,,
23,113.7,71.44,42.26,,,
24,91.19,49.35,41.85,,,
25,68.69,27.44,41.25,,,
26,60.25,19.65,40.6,,,
27,51.81,11.92,39.89,,,
28,44.81,5.67,39.14,,,
29,42.47,4.07,38.39,,,
30,40.52,2.86,37.65,,,
1,38.8,1.88,36.92,,,
2,37.08,0.9,36.18,,,
3,35.23,0,35.23,,,
4,33.38,0,33.38,,,
5,30.38,0,30.38,,,
6,29.41,0,29.41,,,
7,27.81,0,27.81,,,
8,26.69,0,26.69,,,
9,25.47,0,25.47,,,
10,24.45,0,24.45,,,
11,23.43,0,23.43,,,
12,22.38,0,22.38,,,
13,21.23,0,21.23,,,
14,20.76,0,20.76,,,
15,20.31,0,20.31,,,
16,19.14,0,19.14,,,
17,18.88,0.12,18.76,,,
18,18.63,0.24,18.39,,,
19,18.15,0.13,18.02,,,
20,17.87,0.21,17.66,,,
21,17.49,0.18,17.31,,,
22,17.11,0.15,16.96,,,
23,16.7,0.08,16.63,,,
24,16.3,0,16.29,,,
25,15.89,0,15.89,,,
26,15.19,0,15.19,,,
27,15.23,0.34,14.89,,,
28,26.1,11.4,14.7,,,
29,20.87,6.41,14.46,,,
30,20.37,6.15,14.22,,,
31,22.5,8.49,14.01,,,
1,24.57,10.75,13.83,,,
2,21.62,8,13.62,,,
3,23.29,9.85,13.44,,,
4,21.51,8.27,13.24,,,
5,20.76,7.72,13.04,,,
6,19.18,6.34,12.84,,,
7,17.45,4.83,12.62,,,
8,15.73,3.33,12.4,,,
9,15.02,2.85,12.18,,,
10,14.8,2.84,11.96,,,
11,14.58,2.84,11.74,,,
12,14.26,2.72,11.53,,,
13,13.21,1.89,11.32,,,
14,13.02,1.91,11.11,,,
15,12.83,1.92,10.9,,,
16,12.54,1.84,10.7,,,
17,12.18,1.68,10.5,,,
18,11.76,1.46,10.31,,,
19,11.71,1.59,10.11,,,
20,11.8,1.87,9.93,,,
21,11.34,1.6,9.74,,,
22,10.88,1.32,9.56,,,
23,10.6,1.22,9.38,,,
24,10.33,1.13,9.2,,,
25,10.05,1.03,9.03,,,
26,9.24,0.39,8.85,,,
27,9.12,0.44,8.68,,,
28,8.75,0.24,8.5,,,
29,8.38,0.04,8.33,,,
30,7.97,0,7.97,,,
1,7.9,0.09,7.81,,,
2,7.4,0,7.4,,,
3,6.88,0,6.88,,,
4,6.44,0,6.44,,,
5,6.25,0,6.25,,,
6,6.06,0,6.06,,,
7,5.86,0,5.86,,,
8,5.71,0,5.71,,,
9,5.54,0,5.54,,,
10,5.52,0.09,5.43,,,
11,5.42,0.09,5.32,,,
12,5.37,0.15,5.22,,,
13,5.32,0.2,5.11,,,
14,5.21,0.2,5.01,,,
15,5.18,0.26,4.92,,,
16,5.03,0.21,4.82,,,
17,5.03,0.3,4.73,,,
18,5,0.36,4.63,,,
19,5.01,0.46,4.55,,,
20,5.02,0.56,4.46,,,
21,4.95,0.58,4.38,,,
22,4.88,0.59,4.29,,,
23,4.84,0.63,4.21,,,
24,4.84,0.71,4.13,,,
25,4.84,0.78,4.06,,,
26,4.82,0.84,3.98,,,
27,4.8,0.89,3.91,,,
28,4.82,0.98,3.84,,,
29,4.68,0.91,3.77,,,
30,4.64,0.93,3.71,,,
31,4.65,1.01,3.64,,,
1,4.67,1.09,3.58,,,
2,4.93,1.41,3.52,,,
3,5.2,1.74,3.46,,,
4,5.18,1.77,3.41,,,
5,5.19,1.83,3.36,,,
6,5.01,1.7,3.31,,,
7,5.01,1.75,3.26,,,
8,4.96,1.76,3.21,,,
9,4.83,1.68,3.16,,,
10,4.7,1.6,3.11,,,
11,4.54,1.49,3.06,,,
12,4.5,1.49,3.01,,,
13,4.33,1.36,2.96,,,
14,4.31,1.4,2.91,,,
15,4.31,1.44,2.87,,,
16,4.71,1.88,2.83,,,
17,5.12,2.32,2.79,,,
18,5.12,2.36,2.76,,,
19,5.1,2.38,2.72,,,
20,5.88,3.18,2.7,,,
21,5.68,3.01,2.67,,,
22,5.54,2.9,2.64,,,
23,5.43,2.82,2.61,,,
24,5.33,2.74,2.58,,,
25,5.32,2.76,2.56,,,
26,5.31,2.78,2.53,,,
27,5.15,2.65,2.5,,,
28,5.11,2.63,2.48,,,
29,5.07,2.62,2.45,,,
30,4.95,2.53,2.42,,,
31,4.83,2.43,2.4,,,
1,4.8,2.43,2.37,,,
2,4.74,2.4,2.34,,,
3,4.62,2.31,2.32,,,
4,4.41,2.12,2.29,,,
5,4.42,2.16,2.26,,,
6,4.33,2.09,2.23,,,
7,4.23,2.02,2.21,,,
8,4.21,2.03,2.18,,,
9,4.19,2.04,2.16,,,
10,4.16,2.03,2.13,,,
11,3.92,1.81,2.1,,,
12,3.89,1.81,2.08,,,
13,3.87,1.82,2.05,,,
14,3.85,1.83,2.03,,,
15,3.82,1.82,2,,,
16,3.79,1.81,1.98,,,
17,3.72,1.77,1.95,,,
18,3.63,1.7,1.93,,,
19,3.6,1.69,1.91,,,
20,3.56,1.68,1.88,,,
21,3.52,1.66,1.86,,,
22,3.37,1.53,1.84,,,
23,3.21,1.39,1.81,,,
24,3.1,1.32,1.79,,,
25,2.94,1.18,1.76,,,
26,2.91,1.17,1.74,,,
27,2.69,0.98,1.71,,,
28,2.47,0.79,1.68,,,
29,2.46,0.8,1.66,,,
1,2.44,0.81,1.63,,,
2,2.17,0.57,1.6,,,
3,2.13,0.56,1.58,,,
4,2.12,0.57,1.55,,,
5,1.99,0.47,1.52,,,
6,1.87,0.37,1.5,,,
7,1.86,0.39,1.47,,,
8,1.86,0.41,1.44,,,
9,1.66,0.25,1.42,,,
10,3.63,2.23,1.41,,,
11,4.4,2.99,1.41,,,
12,4.19,2.79,1.4,,,
13,3.98,2.58,1.4,,,
14,3.79,2.4,1.39,,,
15,3.72,2.34,1.38,,,
16,3.73,2.35,1.38,,,
17,3.61,2.25,1.37,,,
18,3.6,2.24,1.36,,,
19,3.52,2.17,1.35,,,
20,3.45,2.1,1.34,,,
21,3.41,2.08,1.33,,,
22,3.36,2.03,1.33,,,
23,3.29,1.97,1.32,,,
24,3.21,1.91,1.31,,,
25,3.14,1.84,1.3,,,
26,3.06,1.77,1.29,,,
27,2.97,1.7,1.28,,,
28,2.57,1.31,1.26,,,
29,2.25,1,1.25,,,
30,1.84,0.61,1.23,,,
31,1.71,0.5,1.21,,,
1,1.61,0.42,1.19,,,
2,1.57,0.4,1.17,,,
3,1.53,0.38,1.15,,,
4,1.42,0.3,1.12,,,
5,1.07,0,1.07,,,
6,1,0,1,,,
7,0.95,0,0.95,,,
8,0.89,0,0.89,,,
9,0.88,0,0.87,,,
10,0.86,0.01,0.86,,,
11,0.81,0,0.81,,,
12,0.76,0,0.76,,,
13,0.74,0,0.74,,,
14,0.72,0,0.72,,,
15,0.7,0,0.7,,,
16,0.68,0,0.68,,,
17,0.67,0,0.67,,,
18,0.62,0,0.62,,,
19,0.6,0,0.6,,,
20,0.58,0,0.58,,,
21,0.61,0.03,0.57,,,
22,0.57,0.01,0.56,,,
23,0.54,0,0.54,,,
24,0.51,0,0.51,,,
25,0.49,0,0.49,,,
26,0.46,0,0.46,,,
27,0.45,0,0.45,,,
28,0.44,0,0.44,,,
29,0.39,0,0.39,,,
30,0.35,0,0.35,,,
1,0.33,0,0.33,,,
2,0.32,0,0.32,,,
3,0.27,0,0.27,,,
4,0.24,0,0.24,,,
5,0.22,0,0.22,,,
6,0.22,0,0.22,,,
7,0.28,0.06,0.21,,,
8,0.34,0.13,0.21,,,
9,0.33,0.13,0.21,,,
10,0.29,0.09,0.2,,,
11,0.25,0.05,0.2,,,
12,0.24,0.05,0.2,,,
13,0.21,0.01,0.19,,,
14,0.21,0.02,0.19,,,
15,0.2,0.02,0.19,,,
16,0.18,0,0.18,,,
17,0.13,0,0.13,,,
18,0.17,0.04,0.13,,,
19,0.16,0.03,0.13,,,
20,0.14,0.01,0.12,,,
21,0.12,0,0.12,,,
22,0.1,0,0.1,,,
23,0.09,0,0.09,,,
24,0.11,0.02,0.09,,,
25,0.11,0.02,0.09,,,
26,0.14,0.05,0.09,,,
27,0.14,0.05,0.09,,,
28,0.14,0.06,0.09,,,
29,0.15,0.06,0.09,,,
30,0.18,0.1,0.08,,,
31,0.18,0.1,0.08,,,
1,0.18,0.1,0.08,,,
2,0.18,0.1,0.08,,,
3,0.16,0.08,0.08,,,
4,0.15,0.07,0.08,,,
5,0.12,0.04,0.08,,,
6,0.12,0.04,0.08,,,
7,0.19,0.11,0.08,,,
8,0.25,0.18,0.08,,,
9,0.25,0.17,0.08,,,
10,0.21,0.13,0.08,,,
11,0.18,0.11,0.08,,,
12,0.18,0.1,0.08,,,
13,0.16,0.08,0.07,,,
14,0.21,0.13,0.07,,,
15,0.25,0.17,0.07,,,
16,0.2,0.13,0.07,,,
17,0.18,0.11,0.07,,,
18,0.33,0.26,0.07,,,
19,1.4,1.32,0.08,,,
20,10.9,10.72,0.18,,,
21,9.19,8.94,0.25,,,
22,8.91,8.59,0.32,,,
23,5.15,4.8,0.36,,,
24,85.75,84.65,1.09,,,
25,22.06,20.81,1.25,,,
26,16,14.64,1.36,,,
27,9.95,8.54,1.41,,,
28,25.6,24.01,1.59,,,
29,230.94,227.39,3.55,,,
30,61.58,57.59,3.99,,,
1,25.45,21.36,4.09,,,
2,75.88,71.24,4.64,,,
3,100,94.62,5.38,,,
4,74.83,68.96,5.87,,,
5,90.3,83.81,6.49,,,
6,110.49,103.22,7.27,,,
7,110,101.98,8.02,,,
8,138.15,129.16,8.99,,,
9,295.42,284.12,11.3,,,
10,780,762.23,17.77,,,
11,583.55,561.21,22.34,,,
12,277.06,252.94,24.11,,,
13,274.08,248.27,25.81,,,
14,176.63,150.03,26.61,,,
15,116.72,89.85,26.87,,,
16,258.36,230.02,28.35,,,
17,300,269.85,30.15,,,
18,399.93,367.16,32.77,,,
19,312.05,277.5,34.55,,,
20,235.22,199.61,35.61,,,
21,141.41,105.58,35.82,,,
22,303.11,265.67,37.44,,,
23,292.9,253.98,38.92,,,
24,230,190.19,39.81,,,
25,131.69,91.87,39.82,,,
26,142.23,102.31,39.92,,,
27,327.62,285.98,41.63,,,
28,256.81,214.13,42.68,,,
29,107.46,65.06,42.4,,,
30,83.7,41.78,41.92,,,
31,190,147.63,42.37,,,
1,542.18,496.3,45.88,,,
2,258.17,211.35,46.82,,,
3,475.81,426.19,49.62,,,
4,410.57,358.79,51.78,,,
5,560.68,505.49,55.18,,,
6,670.25,610.81,59.44,,,
7,1551.26,1480.02,71.24,,,
8,592.48,518.12,74.36,,,
9,336.18,261.02,75.17,,,
10,1084.41,1001.95,82.46,,,
11,407.17,323.52,83.65,,,
12,322.04,237.97,84.06,,,
13,273.56,189.51,84.05,,,
14,240,156.26,83.74,,,
15,250,166.48,83.52,,,
16,224.85,141.75,83.1,,,
17,237.07,154.28,82.79,,,
18,280.4,197.53,82.87,,,
19,256.43,173.69,82.73,,,
20,233.07,150.67,82.4,,,
21,170,88.47,81.53,,,
22,113.82,33.62,80.19,,,
23,149.58,70.37,79.21,,,
24,402.33,321.89,80.45,,,
25,220.68,140.61,80.07,,,
26,446.07,364.4,81.67,,,
27,477.86,394.36,83.5,,,
28,250,166.71,83.29,,,
29,155.57,73.3,82.27,,,
30,159.46,78.15,81.31,,,
31,141.17,60.95,80.22,,,
1,172.2,92.77,79.43,,,
2,139.6,61.22,78.38,,,
3,130.55,53.27,77.28,,,
4,167,90.47,76.53,,,
5,280,203.22,76.78,,,
6,134.16,58.4,75.76,,,
7,103.34,28.85,74.49,,,
8,87.46,14.33,73.13,,,
9,84.77,12.98,71.78,,,
10,91.43,20.9,70.53,,,
11,78,8.8,69.2,,,
12,76.8,8.91,67.89,,,
13,80,13.35,66.65,,,
14,84.83,19.34,65.49,,,
15,155.04,90.07,64.97,,,
16,113.66,49.55,64.1,,,
17,97.73,34.6,63.12,,,
18,76,14.01,61.99,,,
19,114.19,52.98,61.21,,,
20,88.86,28.63,60.24,,,
21,142.6,82.84,59.76,,,
22,103.6,44.64,58.96,,,
23,81.11,23.13,57.98,,,
24,74.28,17.31,56.97,,,
25,85,28.91,56.09,,,
26,247.78,191.13,56.64,,,
27,545.34,485.57,59.77,,,
28,332.47,271.51,60.96,,,
29,541.41,477.48,63.93,,,
30,874.86,805.14,69.72,,,
1,327.18,256.61,70.58,,,
2,250,179.26,70.74,,,
3,224.21,153.54,70.67,,,
4,141.44,71.55,69.89,,,
5,111.82,42.95,68.87,,,
6,108.16,40.32,67.84,,,
7,164.12,96.79,67.33,,,
8,123,56.51,66.48,,,
9,123,57.34,65.66,,,
10,142.16,77.14,65.02,,,
11,140,75.62,64.38,,,
12,100,36.58,63.42,,,
13,87.69,25.31,62.37,,,
14,82.15,20.85,61.31,,,
15,77.39,17.16,60.23,,,
16,69,9.89,59.11,,,
17,58.76,0.82,57.94,,,
18,51.05,0,51.05,,,
19,46.15,0,46.15,,,
20,44.66,0,44.66,,,
21,42.14,0,42.14,,,
22,40.94,0,40.94,,,
23,40,0,40,,,
24,39.22,0.02,39.2,,,
25,37.87,0,37.87,,,
26,36.54,0,36.54,,,
27,35.41,0,35.41,,,
28,34.33,0,34.33,,,
29,33.76,0.12,33.64,,,
30,33.5,0.52,32.98,,,
31,32.82,0.5,32.32,,,
1,32.49,0.81,31.68,,,
2,32.27,1.21,31.06,,,
3,31.8,1.35,30.45,,,
4,31.1,1.25,29.85,,,
5,30.21,0.95,29.26,,,
6,30,1.31,28.69,,,
7,29.13,1.01,28.12,,,
8,27.77,0.21,27.56,,,
9,26.87,0,26.87,,,
10,25.79,0,25.79,,,
11,25.02,0,25.02,,,
12,24.35,0,24.35,,,
13,24.3,0.43,23.87,,,
14,23.7,0.31,23.39,,,
15,23.71,0.78,22.93,,,
16,22.92,0.44,22.48,,,
17,22.66,0.63,22.03,,,
18,21.5,0,21.5,,,
19,21.36,0.29,21.07,,,
20,20.5,0,20.5,,,
21,19.91,0,19.91,,,
22,19.41,0,19.41,,,
23,18.82,0,18.82,,,
24,18.58,0.13,18.44,,,
25,17.94,0,17.94,,,
26,16.74,0,16.74,,,
27,16.5,0.1,16.4,,,
28,16.02,0,16.02,,,
29,15.77,0.06,15.7,,,
30,14.69,0,14.69,,,
1,13.99,0,13.99,,,
2,13.94,0.23,13.71,,,
3,13.22,0,13.22,,,
4,13,0.04,12.96,,,
5,12.44,0,12.44,,,
6,12.33,0.14,12.19,,,
7,12.22,0.27,11.95,,,
8,11.49,0,11.49,,,
9,11.44,0.18,11.26,,,
10,11.36,0.32,11.04,,,
11,11.3,0.47,10.83,,,
12,10.5,0,10.5,,,
13,10.49,0.2,10.29,,,
14,10.32,0.23,10.09,,,
15,9.69,0,9.69,,,
16,9.59,0.1,9.5,,,
17,9.55,0.25,9.31,,,
18,9.5,0.37,9.13,,,
19,8.96,0.02,8.94,,,
20,8.92,0.16,8.77,,,
21,8.9,0.31,8.59,,,
22,8.72,0.3,8.42,,,
23,8.83,0.57,8.26,,,
24,8.6,0.5,8.1,,,
25,8.5,0.56,7.94,,,
26,8.47,0.68,7.79,,,
27,8.45,0.81,7.64,,,
28,8.31,0.81,7.5,,,
29,7.94,0.59,7.35,,,
30,7.67,0.46,7.21,,,
31,7.35,0.28,7.07,,,
1,7.3,0.37,6.93,,,
2,7.24,0.45,6.79,,,
3,7.14,0.48,6.66,,,
4,6.77,0.24,6.53,,,
5,6.71,0.31,6.4,,,
6,6.54,0.26,6.28,,,
7,6.51,0.35,6.15,,,
8,6.5,0.46,6.04,,,
9,6.39,0.47,5.92,,,
10,6.4,0.59,5.81,,,
11,6.36,0.66,5.7,,,
12,6.17,0.59,5.59,,,
13,6.14,0.66,5.48,,,
14,6.12,0.74,5.38,,,
15,6.1,0.82,5.28,,,
16,5.91,0.73,5.18,,,
17,5.87,0.79,5.08,,,
18,5.84,0.85,4.99,,,
19,5.73,0.84,4.9,,,
20,5.67,0.86,4.8,,,
21,5.64,0.92,4.72,,,
22,5.6,0.97,4.63,,,
23,5.52,0.97,4.55,,,
24,5.49,1.03,4.46,,,
25,5.48,1.09,4.39,,,
26,5.45,1.14,4.31,,,
27,5.32,1.09,4.23,,,
28,5.3,1.15,4.16,,,
29,5.3,1.22,4.08,,,
30,5.29,1.28,4.01,,,
31,5.25,1.31,3.94,,,
1,5.12,1.24,3.88,,,
2,5.08,1.26,3.81,,,
3,5.05,1.3,3.75,,,
4,5.03,1.35,3.68,,,
5,5,1.38,3.62,,,
6,4.86,1.3,3.56,,,
7,4.79,1.29,3.5,,,
8,4.73,1.29,3.44,,,
9,4.69,1.3,3.38,,,
10,4.5,1.17,3.33,,,
11,4.42,1.15,3.27,,,
12,4.4,1.18,3.22,,,
13,4.35,1.19,3.16,,,
14,4.16,1.05,3.11,,,
15,5.58,2.51,3.07,,,
16,4.05,1.04,3.01,,,
17,4,1.04,2.96,,,
18,3.88,0.97,2.91,,,
19,3.87,1.01,2.86,,,
20,3.85,1.03,2.82,,,
21,3.85,1.08,2.77,,,
22,3.77,1.05,2.72,,,
23,3.78,1.1,2.68,,,
24,3.7,1.07,2.63,,,
25,3.67,1.08,2.59,,,
26,3.6,1.05,2.55,,,
27,3.58,1.07,2.51,,,
28,3.53,1.06,2.47,,,
1,3.43,1.01,2.42,,,
2,3.4,1.01,2.39,,,
3,3.35,1,2.35,,,
4,3.28,0.97,2.31,,,
5,3.2,0.93,2.27,,,
6,3.09,0.86,2.23,,,
7,3.06,0.87,2.2,,,
8,2.98,0.83,2.16,,,
9,2.78,0.65,2.12,,,
10,2.73,0.64,2.08,,,
11,2.68,0.63,2.05,,,
12,2.6,0.59,2.01,,,
13,2.6,0.62,1.98,,,
14,2.48,0.54,1.94,,,
15,2.45,0.54,1.91,,,
16,2.38,0.5,1.87,,,
17,2.31,0.47,1.84,,,
18,2.26,0.45,1.81,,,
19,2.2,0.42,1.78,,,
20,2.19,0.44,1.74,,,
21,2.12,0.41,1.71,,,
22,1.81,0.13,1.68,,,
23,1.77,0.13,1.65,,,
24,1.72,0.1,1.62,,,
25,1.68,0.09,1.58,,,
26,1.5,0,1.5,,,
27,1.48,0,1.47,,,
28,1.43,0,1.43,,,
29,1.4,0,1.4,,,
30,1.27,0,1.27,,,
31,1.19,0,1.19,,,
1,1.2,0.03,1.17,,,
2,1.2,0.05,1.15,,,
3,1.16,0.04,1.12,,,
4,1.15,0.04,1.1,,,
5,1.09,0.01,1.08,,,
6,1.07,0.01,1.06,,,
7,1.04,0,1.04,,,
8,0.98,0,0.98,,,
9,0.98,0.02,0.96,,,
10,0.93,0,0.93,,,
11,0.9,0,0.9,,,
12,0.88,0,0.88,,,
13,0.84,0,0.84,,,
14,0.81,0,0.81,,,
15,0.78,0,0.78,,,
16,0.73,0,0.73,,,
17,0.7,0,0.7,,,
18,0.66,0,0.66,,,
19,0.61,0,0.61,,,
20,0.69,0.09,0.6,,,
21,0.51,0,0.51,,,
22,0.36,0,0.36,,,
23,0.43,0.08,0.35,,,
24,0.41,0.06,0.35,,,
25,0.36,0.02,0.34,,,
26,0.34,0,0.33,,,
27,0.32,0,0.32,,,
28,0.3,0,0.3,,,
29,0.28,0,0.28,,,
30,0.28,0,0.28,,,
1,0.23,0,0.23,,,
2,0.22,0,0.22,,,
3,0.22,0,0.22,,,
4,0.17,0,0.17,,,
5,0.14,0,0.14,,,
6,0.11,0,0.11,,,
7,0.1,0,0.1,,,
8,0.09,0,0.09,,,
9,0.08,0,0.08,,,
10,0.08,0,0.08,,,
11,0.07,0,0.07,,,
12,0.07,0,0.07,,,
13,0.06,0,0.06,,,
14,0.05,0,0.05,,,
15,0.04,0,0.04,,,
16,0.04,0,0.04,,,
17,0.03,0,0.03,,,
18,0.03,0,0.03,,,
19,0.03,0,0.03,,,
20,0.02,0,0.02,,,
21,0.02,0,0.02,,,
22,0,0,0,,,
23,0,0,0,,,
24,0,0,0,,,
25,0,0,0,,,
26,0,0,0,,,
27,0,0,0,,,
28,0,0,0,,,
29,0,0,0,,,
30,0,0,0,,,
31,0,0,0,,,
1,0,0,0,,,
2,0,0,0,,,
3,0,0,0,,,
4,0,0,0,,,
5,0,0,0,,,
6,0,0,0,,,
7,0,0,0,,,
8,0,0,0,,,
9,0,0,0,,,
10,0,0,0,,,
11,0,0,0,,,
12,0,0,0,,,
13,0,0,0,,,
14,0,0,0,,,
15,0,0,0,,,
16,0,0,0,,,
17,0,0,0,,,
18,0,0,0,,,
19,0,0,0,,,
20,0,0,0,,,
21,0,0,0,,,
22,0,0,0,,,
23,0,0,0,,,
24,0,0,0,,,
25,0,0,0,,,
26,0,0,0,,,
27,3.32,3.29,0.03,,,
28,17.51,17.33,0.18,,,
29,24.46,24.07,0.39,,,
30,35.95,35.26,0.69,,,
1,17.85,17.02,0.83,,,
2,24,22.99,1.01,,,
3,32.55,31.28,1.27,,,
4,87.66,85.67,1.99,,,
5,97.2,94.42,2.78,,,
6,39.53,36.48,3.05,,,
7,25.92,22.74,3.18,,,
8,22.65,19.36,3.29,,,
9,16,12.66,3.34,,,
10,18.37,14.97,3.4,,,
11,18.05,14.59,3.46,,,
12,84.01,79.92,4.09,,,
13,64.73,60.19,4.54,,,
14,35.77,31.05,4.72,,,
15,33.62,28.74,4.88,,,
16,1424.6,1407.47,17.13,,,
17,375.5,355.59,19.91,,,
18,1010.9,982.76,28.14,,,
19,336.6,306.33,30.27,,,
20,549.6,515.42,34.18,,,
21,570.6,532.43,38.17,,,
22,206.8,167.92,38.88,,,
23,120,81.18,38.82,,,
24,127.1,88.28,38.82,,,
25,105.2,66.57,38.63,,,
26,88.69,50.39,38.3,,,
27,81.19,43.28,37.91,,,
28,124.5,86.59,37.91,,,
29,90.32,52.7,37.62,,,
30,75,37.81,37.19,,,
31,45.13,8.6,36.53,,,
1,34.13,0,34.13,,,
2,31.07,0,31.07,,,
3,30.18,0,30.18,,,
4,27.73,0,27.73,,,
5,28.22,1.04,27.18,,,
6,27,0.36,26.64,,,
7,31.38,5.22,26.16,,,
8,318,289.82,28.18,,,
9,630.7,597.84,32.86,,,
10,661.9,624.22,37.68,,,
11,427.7,387.37,40.33,,,
12,191.9,151.05,40.85,,,
13,125,84.23,40.77,,,
14,90.25,49.86,40.39,,,
15,85,45.02,39.98,,,
16,72.22,32.75,39.47,,,
17,54.51,15.69,38.82,,,
18,59.16,20.94,38.22,,,
19,126.4,88.17,38.23,,,
20,72,34.23,37.77,,,
21,63.07,25.83,37.24,,,
22,37.24,0.74,36.5,,,
23,35.55,0,35.55,,,
24,32.49,0,32.49,,,
25,114,81.44,32.56,,,
26,91.78,59.36,32.42,,,
27,124,91.42,32.58,,,
28,113,80.37,32.63,,,
29,127.5,94.69,32.81,,,
30,462,426.11,35.89,,,
31,169,132.66,36.34,,,
1,207.09,169.98,37.11,,,
2,196,158.25,37.75,,,
3,90,52.54,37.46,,,
4,74.18,37.14,37.04,,,
5,55.65,19.19,36.46,,,
6,40.93,5.15,35.78,,,
7,45.12,9.97,35.15,,,
8,41.28,6.77,34.51,,,
9,54.31,20.31,34,,,
10,76,42.31,33.69,,,
11,112.7,78.99,33.71,,,
12,85.86,52.37,33.49,,,
13,76.59,43.39,33.2,,,
14,79.01,46.07,32.94,,,
15,74.71,42.06,32.65,,,
16,78.03,45.63,32.4,,,
17,89,56.75,32.25,,,
18,91.23,59.1,32.13,,,
19,205.8,172.8,33,,,
20,317.5,282.68,34.82,,,
21,537,498.5,38.5,,,
22,318.6,278.43,40.17,,,
23,179.7,139.11,40.59,,,
24,114,73.58,40.42,,,
25,86.7,46.67,40.03,,,
26,77.44,37.88,39.56,,,
27,58.81,19.87,38.94,,,
28,45.34,7.12,38.22,,,
29,37.54,0.08,37.46,,,
30,36,0,36,,,
1,35.5,0.22,35.28,,,
2,34.5,0,34.5,,,
3,33.75,0,33.75,,,
4,30.98,0,30.98,,,
5,28.81,0,28.81,,,
6,35.17,6.88,28.29,,,
7,40.07,12.23,27.84,,,
8,37,9.64,27.36,,,
9,45.96,18.98,26.98,,,
10,37.95,11.41,26.54,,,
11,54.05,27.79,26.26,,,
12,35.37,9.55,25.82,,,
13,32.38,7.02,25.36,,,
14,28.99,4.1,24.89,,,
15,24,0,24,,,
16,22.55,0,22.55,,,
17,20.13,0,20.13,,,
18,18.24,0,18.24,,,
19,17,0,17,,,
20,14.6,0,14.6,,,
21,13.59,0,13.59,,,
22,12.5,0,12.5,,,
23,12.33,0.08,12.25,,,
24,11.84,0,11.84,,,
25,11.59,0,11.59,,,
26,11.44,0.08,11.36,,,
27,11.2,0.07,11.13,,,
28,10.82,0,10.82,,,
29,10.8,0.19,10.61,,,
30,10.68,0.28,10.4,,,
31,10.55,0.36,10.19,,,
1,10.2,0.21,9.99,,,
