           Day,    Flow (cfs),Direct Runoff (cfs),Base Flow (cfs),,,Base Flow Index (BFI): 0.304
20,0.96,0.8,0.16,,,
21,0.85,0.69,0.16,,,
22,0.8,0.63,0.17,,,
23,0.78,0.61,0.18,,,
24,0.72,0.54,0.18,,,
25,0.47,0.29,0.18,,,
26,0.72,0.53,0.19,,,
27,0.72,0.53,0.19,,,
28,0.62,0.42,0.2,,,
29,0.61,0.42,0.2,,,
30,0.61,0.41,0.2,,,
31,0.6,0.4,0.2,,,
1,0.43,0.23,0.2,,,
2,0.62,0.42,0.21,,,
3,0.84,0.63,0.21,,,
4,1.29,1.07,0.22,,,
5,1.27,1.03,0.24,,,
6,1.27,1.02,0.25,,,
7,1.15,0.89,0.26,,,
8,0.58,0.33,0.26,,,
9,1.91,1.64,0.28,,,
10,1.91,1.62,0.3,,,
11,1.99,1.67,0.32,,,
12,1.84,1.51,0.34,,,
13,1.84,1.49,0.35,,,
14,1.85,1.48,0.37,,,
15,0.77,0.41,0.37,,,
16,1.73,1.35,0.38,,,
17,1.73,1.33,0.4,,,
18,1.73,1.33,0.41,,,
19,1.49,1.07,0.42,,,
20,1.64,1.22,0.43,,,
21,1.64,1.21,0.44,,,
22,0.66,0.23,0.43,,,
23,1.53,1.09,0.44,,,
24,1.53,1.08,0.45,,,
25,1.39,0.94,0.46,,,
26,0.66,0.21,0.45,,,
27,1.6,1.14,0.46,,,
28,1.46,0.99,0.47,,,
29,0.66,0.2,0.46,,,
30,1.76,1.29,0.47,,,
31,1.75,1.27,0.48,,,
1,1.75,1.25,0.49,,,
2,0.77,0.29,0.49,,,
3,1.9,1.4,0.5,,,
4,1.9,1.38,0.51,,,
5,0.77,0.27,0.51,,,
6,1.73,1.22,0.51,,,
7,1.75,1.22,0.52,,,
8,1.75,1.22,0.53,,,
9,1.63,1.09,0.54,,,
10,1.63,1.09,0.55,,,
11,1.63,1.08,0.55,,,
12,0.66,0.12,0.54,,,
13,1.39,0.84,0.55,,,
14,1.36,0.81,0.55,,,
15,1.22,0.68,0.55,,,
16,0.93,0.39,0.54,,,
17,0.87,0.34,0.54,,,
18,0.87,0.34,0.53,,,
19,0.43,0,0.43,,,
20,0.43,0.01,0.42,,,
21,0.8,0.38,0.42,,,
22,0.7,0.28,0.42,,,
23,0.68,0.26,0.41,,,
24,0.59,0.18,0.41,,,
25,0.59,0.18,0.4,,,
26,0.36,0,0.36,,,
27,0.5,0.15,0.36,,,
28,0.51,0.16,0.35,,,
29,0.48,0.14,0.35,,,
1,0.51,0.17,0.34,,,
2,0.44,0.11,0.34,,,
3,0.44,0.11,0.33,,,
4,0.29,0,0.29,,,
5,0.44,0.16,0.28,,,
6,0.4,0.12,0.28,,,
7,0.4,0.12,0.28,,,
8,0.25,0,0.25,,,
9,0.35,0.1,0.25,,,
10,0.35,0.1,0.25,,,
11,0.19,0,0.19,,,
12,0.24,0.05,0.19,,,
13,0.25,0.07,0.18,,,
14,0.22,0.04,0.18,,,
15,0.22,0.04,0.18,,,
16,0.22,0.04,0.18,,,
17,0.14,0,0.14,,,
18,0.01,0,0.01,,,
19,0.09,0.08,0.01,,,
20,0.06,0.05,0.01,,,
21,0.04,0.03,0.01,,,
22,0.02,0.01,0.01,,,
23,0,0,0,,,
24,0,0,0,,,
25,0,0,0,,,
26,0,0,0,,,
27,0,0,0,,,
28,0,0,0,,,
29,0,0,0,,,
30,0,0,0,,,
31,0,0,0,,,
1,0,0,0,,,
2,0,0,0,,,
3,0,0,0,,,
4,0,0,0,,,
5,0,0,0,,,
6,0,0,0,,,
7,0,0,0,,,
8,0,0,0,,,
9,0,0,0,,,
10,0,0,0,,,
11,0,0,0,,,
12,0,0,0,,,
13,0,0,0,,,
14,0,0,0,,,
15,0,0,0,,,
16,0,0,0,,,
17,0,0,0,,,
18,0,0,0,,,
19,0,0,0,,,
20,0,0,0,,,
21,0,0,0,,,
22,0,0,0,,,
23,0,0,0,,,
24,0,0,0,,,
25,0,0,0,,,
26,0,0,0,,,
27,0,0,0,,,
28,0,0,0,,,
29,0,0,0,,,
30,0,0,0,,,
1,0,0,0,,,
2,0,0,0,,,
3,0,0,0,,,
4,0,0,0,,,
5,0,0,0,,,
6,0,0,0,,,
7,0,0,0,,,
8,0,0,0,,,
9,0,0,0,,,
10,0,0,0,,,
11,0,0,0,,,
12,0,0,0,,,
13,0,0,0,,,
14,0,0,0,,,
15,0,0,0,,,
16,0,0,0,,,
17,0,0,0,,,
18,0,0,0,,,
19,0,0,0,,,
20,0,0,0,,,
21,0,0,0,,,
22,0,0,0,,,
23,0,0,0,,,
24,0,0,0,,,
25,0,0,0,,,
26,0,0,0,,,
27,0,0,0,,,
28,0,0,0,,,
29,0,0,0,,,
30,0,0,0,,,
31,0,0,0,,,
1,0,0,0,,,
2,0,0,0,,,
3,0,0,0,,,
4,0,0,0,,,
5,0,0,0,,,
6,0,0,0,,,
7,0,0,0,,,
8,0,0,0,,,
9,0,0,0,,,
10,0,0,0,,,
11,0,0,0,,,
12,0,0,0,,,
13,0,0,0,,,
14,0,0,0,,,
15,0,0,0,,,
16,0,0,0,,,
17,0,0,0,,,
18,0,0,0,,,
19,0,0,0,,,
20,0.83,0.81,0.01,,,
21,0.64,0.61,0.02,,,
22,0.65,0.62,0.03,,,
23,0.45,0.42,0.04,,,
24,0.23,0.19,0.04,,,
25,0.24,0.2,0.04,,,
26,0.22,0.17,0.04,,,
27,0.15,0.11,0.05,,,
28,0.13,0.08,0.05,,,
29,0.09,0.04,0.05,,,
30,0.09,0.04,0.05,,,
1,0.21,0.16,0.05,,,
2,0.06,0.02,0.05,,,
3,0.18,0.13,0.05,,,
4,0.03,0,0.03,,,
5,0.65,0.62,0.04,,,
6,0.72,0.67,0.05,,,
7,0.42,0.37,0.05,,,
8,32.83,32.27,0.56,,,
9,146.2,143.37,2.83,,,
10,116.7,112.15,4.55,,,
11,100.8,94.84,5.96,,,
12,92.06,84.87,7.19,,,
13,79.55,71.37,8.18,,,
14,91.96,82.63,9.33,,,
15,84.21,73.89,10.32,,,
16,110.62,98.94,11.68,,,
17,102.05,89.18,12.86,,,
18,93.84,79.96,13.87,,,
19,65.81,51.39,14.41,,,
20,60.02,45.18,14.84,,,
21,54.48,39.31,15.17,,,
22,57.8,42.26,15.54,,,
23,53.73,37.9,15.83,,,
24,63.92,47.65,16.27,,,
25,71.15,54.35,16.8,,,
26,71.45,54.12,17.33,,,
27,81.17,63.18,17.98,,,
28,91.07,72.3,18.77,,,
29,89.04,69.54,19.5,,,
30,111.5,90.95,20.55,,,
31,299.5,274.99,24.51,,,
1,174.01,147.65,26.36,,,
2,147.4,119.67,27.73,,,
3,136.1,107.21,28.88,,,
4,111.8,82.19,29.61,,,
5,115.1,84.74,30.36,,,
6,1491,1438.41,52.59,,,
7,1001,934.63,66.37,,,
8,488.6,416.94,71.66,,,
9,401.6,326.19,75.41,,,
10,413,333.8,79.2,,,
11,364.9,282.79,82.11,,,
12,602.4,513.78,88.62,,,
13,492.4,399.22,93.18,,,
14,428.7,332.11,96.59,,,
15,369.6,270.64,98.96,,,
16,382.03,280.6,101.43,,,
17,347.9,244.61,103.29,,,
18,366.8,261.43,105.37,,,
19,324,217.29,106.71,,,
20,725.1,610.82,114.28,,,
21,1866,1726.6,139.4,,,
22,510,367.55,142.45,,,
23,451.6,307.13,144.47,,,
24,432.98,286.84,146.14,,,
25,402.6,255.33,147.27,,,
26,315.2,168.21,146.99,,,
27,351.4,204.11,147.29,,,
28,375.7,227.74,147.96,,,
29,381.2,232.51,148.69,,,
30,346.2,197.35,148.85,,,
31,312.9,164.42,148.48,,,
1,315.4,167.23,148.17,,,
2,193.2,47.24,145.96,,,
3,311,165.34,145.66,,,
4,323.4,177.83,145.57,,,
5,345.2,199.38,145.82,,,
6,445.6,297.96,147.64,,,
7,444.5,295.13,149.37,,,
8,417.9,267.27,150.63,,,
9,374.3,223.14,151.16,,,
10,279.2,129.02,150.18,,,
11,333.4,183.31,150.09,,,
12,334.7,184.68,150.02,,,
13,346.5,196.37,150.13,,,
14,294.3,144.87,149.43,,,
15,120.2,0,120.2,,,
16,319.6,198.65,120.95,,,
17,220.1,99.98,120.12,,,
18,195.9,76.96,118.94,,,
19,190.7,72.98,117.72,,,
20,175.4,59.1,116.3,,,
21,166,51.21,114.79,,,
22,189.1,75.41,113.69,,,
23,164.6,52.35,112.25,,,
24,157.4,46.66,110.74,,,
25,135,26.06,108.94,,,
26,136.5,29.27,107.23,,,
27,124.1,18.72,105.38,,,
28,118.6,15.09,103.51,,,
29,118.8,17.09,101.71,,,
30,109.6,9.77,99.83,,,
1,104.7,6.76,97.94,,,
2,101.7,5.63,96.07,,,
3,96.5,2.31,94.19,,,
4,87.51,0,87.51,,,
5,87.8,2.01,85.79,,,
6,85.01,0.92,84.09,,,
7,91.51,8.96,82.55,,,
8,80.3,0,80.3,,,
9,56.77,0,56.77,,,
10,49.22,0,49.22,,,
11,45.42,0,45.42,,,
12,32.83,0,32.83,,,
13,13.67,0,13.67,,,
14,50.01,36.04,13.97,,,
15,12.94,0,12.94,,,
16,12.78,0.1,12.68,,,
17,12.68,0.25,12.43,,,
18,12.53,0.34,12.19,,,
19,11.51,0,11.51,,,
20,11.71,0.42,11.29,,,
21,12.13,1.05,11.08,,,
22,11.85,0.98,10.87,,,
23,11.42,0.75,10.67,,,
24,11.79,1.32,10.48,,,
25,11.11,0.83,10.28,,,
26,11.1,1.01,10.09,,,
27,11.47,1.56,9.91,,,
28,11.15,1.41,9.74,,,
29,10.57,1.01,9.56,,,
30,7.37,0,7.37,,,
31,7.35,0.13,7.23,,,
1,6.49,0,6.49,,,
2,8.35,1.96,6.4,,,
3,6.75,0.48,6.28,,,
4,7.87,1.69,6.18,,,
5,6.19,0.14,6.06,,,
6,5.7,0,5.7,,,
7,5.48,0,5.48,,,
8,5.31,0,5.31,,,
9,4.96,0,4.96,,,
10,4.64,0,4.64,,,
11,3.88,0,3.88,,,
12,3.96,0.15,3.81,,,
13,3.38,0,3.38,,,
14,3.84,0.52,3.32,,,
15,3.88,0.61,3.26,,,
16,3.66,0.45,3.2,,,
17,3.57,0.42,3.15,,,
18,3.15,0.06,3.08,,,
19,3.66,0.62,3.03,,,
20,3.53,0.55,2.98,,,
21,3.57,0.64,2.93,,,
22,3.55,0.66,2.88,,,
23,3.52,0.68,2.84,,,
24,3.18,0.39,2.79,,,
25,2.72,0,2.72,,,
26,3.2,0.53,2.68,,,
27,3.2,0.57,2.63,,,
28,2.72,0.14,2.58,,,
29,2.91,0.38,2.54,,,
30,3.03,0.54,2.49,,,
1,2.48,0.03,2.44,,,
2,2.53,0.13,2.4,,,
3,2.5,0.15,2.35,,,
4,1.75,0,1.75,,,
5,1.64,0,1.64,,,
6,1.58,0,1.58,,,
7,1.48,0,1.48,,,
8,1.53,0.07,1.46,,,
9,1.94,0.5,1.43,,,
10,1.48,0.08,1.41,,,
11,1.48,0.1,1.38,,,
12,1.43,0.07,1.35,,,
13,1.4,0.07,1.33,,,
14,1.45,0.15,1.3,,,
15,1.38,0.1,1.28,,,
16,1.34,0.09,1.26,,,
17,1.36,0.12,1.23,,,
18,1.39,0.18,1.21,,,
19,1.29,0.1,1.19,,,
20,1.24,0.08,1.17,,,
21,1.25,0.1,1.14,,,
22,1.23,0.11,1.12,,,
23,0.99,0,0.99,,,
24,1.27,0.3,0.98,,,
25,0.95,0,0.95,,,
26,1.12,0.18,0.93,,,
27,1.19,0.27,0.92,,,
28,1.19,0.29,0.91,,,
29,1.15,0.26,0.89,,,
30,0.91,0.03,0.87,,,
31,1.14,0.28,0.86,,,
1,1.15,0.3,0.85,,,
2,1.18,0.34,0.84,,,
3,1.2,0.37,0.83,,,
4,1.15,0.34,0.82,,,
5,1.12,0.32,0.8,,,
6,0.79,0,0.79,,,
7,1.13,0.35,0.78,,,
8,1.13,0.36,0.77,,,
9,1.09,0.33,0.76,,,
10,1.1,0.35,0.75,,,
11,1.1,0.36,0.74,,,
12,1.09,0.36,0.73,,,
13,0.76,0.04,0.72,,,
14,1.09,0.38,0.71,,,
15,1.09,0.39,0.7,,,
16,1.23,0.54,0.69,,,
17,1.03,0.34,0.69,,,
18,1.03,0.35,0.68,,,
19,1.03,0.36,0.67,,,
20,0.69,0.03,0.66,,,
21,0.92,0.27,0.65,,,
22,0.94,0.3,0.64,,,
23,0.93,0.29,0.63,,,
24,0.45,0,0.45,,,
25,0.62,0.18,0.44,,,
26,0.62,0.19,0.44,,,
27,0.62,0.19,0.43,,,
28,0.43,0.01,0.42,,,
29,0.42,0,0.41,,,
30,0.41,0.01,0.41,,,
31,0.41,0.02,0.4,,,
1,0.4,0.01,0.39,,,
2,0.4,0.02,0.38,,,
3,0.57,0.19,0.38,,,
4,0.37,0,0.37,,,
5,0.38,0.01,0.36,,,
6,0.38,0.02,0.36,,,
7,0.44,0.09,0.35,,,
8,0.44,0.09,0.35,,,
9,0.41,0.07,0.34,,,
10,0.57,0.23,0.34,,,
11,0.3,0,0.3,,,
12,0.3,0,0.29,,,
13,0.3,0.01,0.29,,,
14,0.3,0.02,0.28,,,
15,0.38,0.1,0.28,,,
16,0.41,0.14,0.28,,,
17,0.66,0.38,0.28,,,
18,0.81,0.53,0.28,,,
19,1.14,0.85,0.29,,,
20,1.13,0.84,0.29,,,
21,1.13,0.83,0.3,,,
22,1.08,0.78,0.31,,,
23,1.08,0.76,0.31,,,
24,0.76,0.44,0.31,,,
25,1.31,0.98,0.32,,,
26,1.3,0.97,0.33,,,
27,1.33,0.99,0.34,,,
28,1.31,0.96,0.35,,,
1,1.29,0.94,0.36,,,
2,1.29,0.93,0.37,,,
3,0.79,0.43,0.37,,,
4,1.29,0.92,0.37,,,
5,1.23,0.85,0.38,,,
6,1.23,0.85,0.38,,,
7,1.23,0.84,0.39,,,
8,1.16,0.77,0.39,,,
9,1.16,0.76,0.4,,,
10,0.69,0.29,0.4,,,
11,1,0.61,0.4,,,
12,1,0.61,0.4,,,
13,0.95,0.55,0.4,,,
14,0.8,0.4,0.4,,,
15,0.2,0,0.2,,,
16,0.19,0,0.19,,,
17,0.44,0.25,0.19,,,
18,3.83,3.59,0.24,,,
19,3.46,3.17,0.29,,,
20,2.1,1.79,0.31,,,
21,1.98,1.65,0.33,,,
22,1.88,1.53,0.35,,,
23,1.87,1.5,0.36,,,
24,2.44,2.05,0.39,,,
25,1.87,1.47,0.41,,,
26,1.75,1.33,0.42,,,
27,2.26,1.82,0.44,,,
28,1.74,1.29,0.45,,,
29,2.17,1.7,0.47,,,
30,1.52,1.05,0.48,,,
31,2.01,1.52,0.49,,,
1,1.48,0.99,0.5,,,
2,1.48,0.97,0.5,,,
3,1.44,0.94,0.51,,,
4,1.45,0.93,0.51,,,
5,1.32,0.81,0.51,,,
6,1.27,0.75,0.52,,,
7,1.13,0.62,0.52,,,
8,1.14,0.62,0.51,,,
9,1.07,0.56,0.51,,,
10,0.35,0,0.35,,,
11,0.35,0.01,0.35,,,
12,0.33,0,0.33,,,
13,0.29,0,0.29,,,
14,0.46,0.18,0.28,,,
15,0.24,0,0.24,,,
16,0.22,0,0.22,,,
17,0.18,0,0.18,,,
18,0.15,0,0.15,,,
19,0.29,0.14,0.15,,,
20,0.11,0,0.11,,,
21,0,0,0,,,
22,0,0,0,,,
23,0,0,0,,,
24,0,0,0,,,
25,0,0,0,,,
26,0,0,0,,,
27,0,0,0,,,
28,0,0,0,,,
29,0,0,0,,,
30,0,0,0,,,
1,0,0,0,,,
2,0,0,0,,,
3,0,0,0,,,
4,0,0,0,,,
5,0,0,0,,,
6,0,0,0,,,
7,0,0,0,,,
8,0,0,0,,,
9,0,0,0,,,
10,0,0,0,,,
11,0,0,0,,,
12,0,0,0,,,
13,0,0,0,,,
14,0,0,0,,,
15,0,0,0,,,
16,0,0,0,,,
17,0,0,0,,,
18,0,0,0,,,
19,0,0,0,,,
20,0,0,0,,,
21,0,0,0,,,
22,0,0,0,,,
23,0,0,0,,,
24,0,0,0,,,
25,0,0,0,,,
26,0,0,0,,,
27,0,0,0,,,
28,0,0,0,,,
29,0,0,0,,,
30,0,0,0,,,
31,0,0,0,,,
1,0,0,0,,,
2,0,0,0,,,
3,0,0,0,,,
4,0,0,0,,,
5,0,0,0,,,
6,0,0,0,,,
7,0,0,0,,,
8,0,0,0,,,
9,0,0,0,,,
10,0,0,0,,,
11,0,0,0,,,
12,0,0,0,,,
13,0,0,0,,,
14,0,0,0,,,
15,0,0,0,,,
16,0,0,0,,,
17,0,0,0,,,
18,0,0,0,,,
19,186.77,183.85,2.92,,,
20,120.53,115.83,4.7,,,
21,106.83,100.63,6.2,,,
22,98.5,90.98,7.52,,,
23,109.98,101,8.98,,,
24,92.62,82.52,10.11,,,
25,220.91,207.71,13.2,,,
26,222.69,206.48,16.21,,,
27,393.12,371.33,21.79,,,
28,400.42,373.14,27.27,,,
29,315.16,283.92,31.23,,,
30,103.1,71.36,31.74,,,
1,65.41,33.77,31.64,,,
2,558.24,518.99,39.25,,,
3,961.58,908.69,52.89,,,
4,407.76,350.37,57.39,,,
5,197.71,139.25,58.46,,,
6,182.11,122.88,59.24,,,
7,141.75,82.39,59.36,,,
8,161.34,101.56,59.79,,,
9,149.76,89.74,60.01,,,
10,142.7,82.58,60.13,,,
11,127.29,67.3,59.99,,,
12,116.11,56.43,59.69,,,
13,150.97,91.03,59.94,,,
14,175.46,114.9,60.56,,,
15,339.63,275.9,63.73,,,
16,415.87,347.89,67.98,,,
17,589.97,515.17,74.8,,,
18,406.55,328.04,78.51,,,
19,408.24,326.13,82.12,,,
20,318.19,234,84.19,,,
21,215.35,130.77,84.58,,,
22,359.51,272.29,87.21,,,
23,311.16,222.17,88.99,,,
24,354.21,262.82,91.39,,,
25,329.72,236.4,93.31,,,
26,310.54,215.67,94.87,,,
27,341.91,245.05,96.86,,,
28,281.69,183.84,97.84,,,
29,423.45,322.44,101,,,
30,398.16,294.5,103.66,,,
31,434.29,327.5,106.79,,,
1,591.95,479.68,112.26,,,
2,469.96,354.32,115.64,,,
3,449.1,330.52,118.58,,,
4,278.85,160.11,118.75,,,
5,396.07,275.32,120.74,,,
6,376.24,253.89,122.36,,,
7,347.53,224.06,123.47,,,
8,362.46,237.68,124.77,,,
9,270.45,145.86,124.59,,,
10,435.61,308.62,127,,,
11,273.24,146.46,126.78,,,
12,360.98,233.04,127.95,,,
13,375.16,245.86,129.29,,,
14,355.86,225.58,130.29,,,
15,217.83,88.74,129.09,,,
16,240.36,112.07,128.29,,,
17,148.1,22.03,126.07,,,
18,118.89,0,118.89,,,
19,565.97,442.43,123.54,,,
20,586.3,457.96,128.34,,,
21,481.01,349.68,131.32,,,
22,927.3,786.13,141.18,,,
23,2898.65,2717.17,181.49,,,
24,945.51,755.66,189.85,,,
25,916.6,719.13,197.47,,,
26,586.8,387.13,199.67,,,
27,439.01,239.54,199.48,,,
28,514.42,313.95,200.47,,,
29,439.86,239.59,200.26,,,
30,382.26,183.09,199.16,,,
31,377.58,179.55,198.03,,,
1,215.35,20.94,194.4,,,
2,315.66,123.19,192.47,,,
3,230.14,40.87,189.27,,,
4,214.06,28.13,185.93,,,
5,138.92,0,138.92,,,
6,117.42,0,117.42,,,
7,109.35,0,109.35,,,
8,96.46,0,96.46,,,
9,93.22,0,93.22,,,
10,81.2,0,81.2,,,
11,66.86,0,66.86,,,
12,62.63,0,62.63,,,
13,62.07,0.68,61.39,,,
14,55.98,0,55.98,,,
15,72.16,17.03,55.13,,,
16,55.73,1.67,54.05,,,
17,53.17,0.19,52.98,,,
18,51.67,0,51.67,,,
19,49.7,0,49.7,,,
20,63.07,14.13,48.94,,,
21,74.99,26.62,48.38,,,
22,95.73,47.56,48.17,,,
23,84.52,36.74,47.79,,,
24,72.61,25.38,47.23,,,
25,64.09,17.52,46.57,,,
26,60.62,14.75,45.87,,,
27,77.31,31.86,45.46,,,
28,80.84,35.73,45.12,,,
29,62.33,17.84,44.5,,,
30,12.99,0,12.99,,,
1,64.95,51.41,13.55,,,
2,74.99,60.75,14.24,,,
3,54.85,40.26,14.59,,,
4,81.9,66.54,15.36,,,
5,77.83,61.79,16.03,,,
6,74.99,58.36,16.64,,,
7,64.4,47.35,17.06,,,
8,60.41,43.01,17.4,,,
9,77.14,59.15,17.99,,,
10,58.56,40.3,18.27,,,
11,61.01,42.43,18.58,,,
12,81.88,62.68,19.2,,,
13,80.84,61.06,19.79,,,
14,66.92,46.78,20.13,,,
15,54.67,34.39,20.28,,,
16,70.76,50.09,20.67,,,
17,48.99,28.29,20.7,,,
18,46.08,25.39,20.69,,,
19,32.14,11.68,20.46,,,
20,65.3,44.54,20.76,,,
21,32.57,12.03,20.54,,,
22,31.46,11.16,20.3,,,
23,31.2,11.12,20.07,,,
24,31.2,11.35,19.85,,,
25,34.31,14.62,19.69,,,
26,33.41,13.89,19.51,,,
27,61.36,41.58,19.78,,,
28,19.51,0.12,19.39,,,
29,18.59,0,18.59,,,
30,17.05,0,17.05,,,
31,16.47,0,16.47,,,
1,16.12,0,16.12,,,
2,15.38,0,15.38,,,
3,39.32,23.87,15.45,,,
4,14.89,0,14.89,,,
5,14.25,0,14.25,,,
6,13.82,0,13.82,,,
7,13.1,0,13.1,,,
8,12.63,0,12.63,,,
9,12.2,0,12.2,,,
10,17.24,5.21,12.04,,,
11,10.01,0,10.01,,,
12,11.53,1.69,9.83,,,
13,11.53,1.86,9.67,,,
14,11.47,1.97,9.5,,,
15,13.45,4.08,9.38,,,
16,11.49,2.26,9.23,,,
17,13.45,4.34,9.11,,,
18,11.36,2.39,8.97,,,
19,11.35,2.52,8.83,,,
20,11.53,2.83,8.7,,,
21,11.15,2.58,8.56,,,
22,11.21,2.77,8.44,,,
23,11.2,2.89,8.31,,,
24,12.3,4.09,8.21,,,
25,10.99,2.9,8.09,,,
26,11.01,3.03,7.98,,,
27,10.9,3.03,7.87,,,
28,10.86,3.1,7.76,,,
29,10.6,2.94,7.65,,,
30,10.68,3.13,7.55,,,
1,10.66,3.22,7.45,,,
2,10.35,3,7.35,,,
3,10.32,3.07,7.25,,,
4,10.33,3.18,7.15,,,
5,9.56,2.51,7.05,,,
6,9.83,2.87,6.96,,,
7,9.86,3,6.86,,,
8,9.15,2.39,6.77,,,
9,9.58,2.9,6.68,,,
10,9.59,3,6.59,,,
11,9.57,3.06,6.51,,,
12,9.14,2.72,6.42,,,
13,9.29,2.95,6.34,,,
14,9.61,3.34,6.26,,,
15,8.67,2.5,6.18,,,
16,9.59,3.48,6.11,,,
17,9.59,3.55,6.04,,,
18,9.39,3.41,5.98,,,
19,9.37,3.46,5.91,,,
20,9.26,3.41,5.85,,,
21,9.36,3.57,5.79,,,
22,8.21,2.5,5.71,,,
23,8.69,3.04,5.65,,,
24,8.75,3.17,5.58,,,
25,7.76,2.25,5.51,,,
26,6.23,0.82,5.41,,,
27,6.22,0.9,5.32,,,
28,6.2,0.97,5.23,,,
29,6.89,1.74,5.15,,,
30,6.03,0.97,5.06,,,
31,6.01,1.04,4.98,,,
1,6,1.1,4.89,,,
2,5.87,1.05,4.81,,,
3,5.36,0.63,4.73,,,
4,5.87,1.22,4.65,,,
5,6.08,1.5,4.58,,,
6,5.88,1.36,4.51,,,
7,5.57,1.13,4.44,,,
8,5.65,1.27,4.37,,,
9,5.6,1.29,4.31,,,
10,5.57,1.33,4.24,,,
11,5.8,1.62,4.18,,,
12,6.08,1.95,4.13,,,
13,5.73,1.66,4.07,,,
14,5.7,1.68,4.02,,,
15,5.58,1.62,3.96,,,
16,5.44,1.54,3.91,,,
17,5.45,1.59,3.86,,,
18,5.46,1.66,3.8,,,
19,5.32,1.57,3.75,,,
20,5.47,1.77,3.71,,,
21,5.33,1.68,3.66,,,
22,5.32,1.71,3.61,,,
23,5.32,1.75,3.57,,,
24,5.3,1.78,3.52,,,
25,5.14,1.65,3.48,,,
26,4.62,1.19,3.43,,,
27,4.61,1.23,3.38,,,
28,4.6,1.27,3.33,,,
29,4.56,1.27,3.29,,,
30,4.14,0.9,3.24,,,
31,4.12,0.94,3.19,,,
1,4.25,1.11,3.14,,,
2,3.96,0.87,3.09,,,
3,4.24,1.19,3.05,,,
4,4.2,1.19,3.01,,,
5,3.5,0.55,2.95,,,
6,4.21,1.29,2.92,,,
7,3.98,1.11,2.87,,,
8,3.9,1.07,2.83,,,
9,3.65,0.86,2.79,,,
10,3.87,1.12,2.75,,,
11,3.87,1.15,2.72,,,
12,3.87,1.19,2.68,,,
13,3.83,1.19,2.65,,,
14,3.7,1.09,2.61,,,
15,3.71,1.13,2.58,,,
16,3.07,0.54,2.53,,,
17,3.7,1.2,2.5,,,
18,3.59,1.12,2.47,,,
19,3.57,1.13,2.44,,,
20,3.62,1.21,2.41,,,
21,3.58,1.2,2.38,,,
22,3.76,1.41,2.35,,,
23,3.07,0.76,2.32,,,
24,4.13,1.83,2.3,,,
25,4.27,1.98,2.29,,,
26,4.33,2.05,2.27,,,
27,5.32,3.04,2.28,,,
28,6.08,3.78,2.29,,,
1,6.31,4,2.31,,,
2,6.08,3.76,2.32,,,
3,6,3.67,2.33,,,
4,5.71,3.37,2.34,,,
5,5.63,3.28,2.35,,,
6,5.72,3.37,2.35,,,
7,5.62,3.26,2.36,,,
8,5.66,3.29,2.36,,,
9,5.32,2.96,2.36,,,
10,5.53,3.16,2.37,,,
11,5.55,3.18,2.37,,,
12,5.34,2.97,2.37,,,
13,5.96,3.59,2.38,,,
14,5.81,3.43,2.38,,,
15,5.65,3.27,2.39,,,
16,5.32,2.94,2.39,,,
17,5.32,2.94,2.39,,,
18,5.55,3.16,2.39,,,
19,5.33,2.94,2.39,,,
20,5.31,2.92,2.39,,,
21,5.35,2.97,2.39,,,
22,5.08,2.7,2.38,,,
23,4.62,2.25,2.37,,,
24,5.06,2.7,2.36,,,
25,4.22,1.87,2.35,,,
26,4.22,1.89,2.33,,,
27,4.03,1.72,2.31,,,
28,4.06,1.77,2.29,,,
29,3.34,1.07,2.26,,,
30,3.07,0.84,2.23,,,
31,3.03,0.83,2.2,,,
1,3.03,0.86,2.17,,,
2,2.72,0.59,2.14,,,
3,2.7,0.6,2.1,,,
4,2.67,0.6,2.07,,,
5,2.42,0.38,2.03,,,
6,2.3,0.3,2,,,
7,2.37,0.41,1.97,,,
8,2.1,0.17,1.93,,,
9,2.18,0.29,1.89,,,
10,2.07,0.21,1.86,,,
11,1.94,0.12,1.83,,,
12,1.97,0.18,1.79,,,
13,1.85,0.1,1.76,,,
14,1.85,0.13,1.72,,,
15,1.72,0.03,1.69,,,
16,1.7,0.05,1.66,,,
17,1.61,0,1.61,,,
18,1.65,0.07,1.57,,,
19,1.96,0.41,1.55,,,
20,6.48,4.89,1.6,,,
21,9.61,7.92,1.69,,,
22,7.73,5.98,1.75,,,
23,6.48,4.69,1.79,,,
24,5.15,3.34,1.81,,,
25,4.78,2.96,1.82,,,
26,4.19,2.37,1.82,,,
27,3.36,1.55,1.81,,,
28,3.73,1.93,1.8,,,
29,3.46,1.67,1.79,,,
30,3.12,1.34,1.78,,,
1,3.09,1.33,1.76,,,
2,2.23,0.5,1.74,,,
3,2.14,0.43,1.71,,,
4,1.85,0.18,1.68,,,
5,1.66,0.01,1.64,,,
6,1.65,0.04,1.61,,,
7,1.51,0,1.51,,,
8,1.24,0,1.24,,,
9,1.07,0,1.07,,,
10,1.54,0.48,1.06,,,
11,1.45,0.41,1.04,,,
12,1.52,0.49,1.03,,,
13,1.23,0.22,1.01,,,
14,1.27,0.27,1,,,
15,1.09,0.11,0.98,,,
16,1.08,0.12,0.96,,,
17,1.07,0.12,0.94,,,
18,1.1,0.17,0.93,,,
19,1.01,0.1,0.91,,,
20,0.82,0,0.82,,,
21,0.7,0,0.7,,,
